time,coin,dir,px,sz,ntl,fee,closedPnl
28/12/2025 - 07:54:19,BTC,Close Short,88274.1416720435,0.10849,9576.86163,4.309586,-20.533362
28/12/2025 - 09:19:14,BTC,Open Long,88079.8518518519,0.0108,951.2624000000005,0.163828,-0.163828
28/12/2025 - 09:19:16,BTC,Open Long,88080,0.01,880.8000000000001,0.13212,-0.13212
28/12/2025 - 09:19:29,BTC,Open Long,88094,0.02313,2037.6142200000002,0.916925,-0.916925
28/12/2025 - 09:19:35,BTC,Open Long,88094,0.02312,2036.7332800000001,0.916529,-0.916529
28/12/2025 - 09:19:35,BTC,Open Long,88094.2357207616,0.02206,1943.3588400000008,0.87451,-0.87451
28/12/2025 - 09:21:24,BTC,Close Long,88088,0.00076,66.94688000000001,0.010042,-0.012094
28/12/2025 - 09:21:48,BTC,Close Long,88088,0.00022,19.379360000000002,0.002906,-0.0035
28/12/2025 - 09:23:09,BTC,Open Long,88058,0.01154,1016.18932,0.152428,-0.152428
28/12/2025 - 09:23:11,BTC,Open Long,88056,0.01389,1223.09784,0.550394,-0.550394
28/12/2025 - 09:23:15,BTC,Open Long,88048,0.00001,0.88048,0.000396,-0.000396
28/12/2025 - 09:23:38,BTC,Open Long,88060,0.00001,0.8806,0.000396,-0.000396
28/12/2025 - 09:23:45,BTC,Open Long,88060,0.00002,1.7612,0.000792,-0.000792
28/12/2025 - 09:24:24,BTC,Open Long,88024,0.00001,0.88024,0.000396,-0.000396
28/12/2025 - 09:24:29,BTC,Open Long,88001,0.00004,3.5200400000000003,0.001584,-0.001584
28/12/2025 - 09:24:33,BTC,Open Long,87997,0.00002,1.75994,0.000791,-0.000791
28/12/2025 - 09:24:59,BTC,Open Long,87971,0.00001,0.8797100000000001,0.000395,-0.000395
28/12/2025 - 09:25:09,BTC,Open Long,87971,0.00001,0.8797100000000001,0.000395,-0.000395
28/12/2025 - 09:25:23,BTC,Open Long,87955,0.00002,1.7591,0.000791,-0.000791
28/12/2025 - 09:28:15,BTC,Close Long,87980,0.04167,3666.1266,1.649756,-5.941766
28/12/2025 - 09:28:21,BTC,Close Long,87979,0.00314,276.25406,0.041438,-0.36799800000000005
28/12/2025 - 09:28:27,BTC,Close Long,87968,0.04167,3665.6265599999997,1.649531,-6.441580999999999
28/12/2025 - 09:28:30,BTC,Long > Short,87968,0.04167,3665.6265599999997,1.649531,-4.780981000000001
28/12/2025 - 09:28:53,BTC,Short > Long,88000,0.01837,1616.5600000000002,0.727452,-1.189532
28/12/2025 - 09:29:01,BTC,Open Long,88002,0.01837,1616.5967400000002,0.727468,-0.727468
28/12/2025 - 09:29:04,BTC,Open Long,87999,0.01837,1616.5416300000002,0.727443,-0.727443
28/12/2025 - 09:29:06,BTC,Open Long,87998,0.01837,1616.5232600000002,0.727435,-0.727435
28/12/2025 - 09:30:18,BTC,Close Long,87985,0.01121,986.3118499999999,0.147946,-0.311612
28/12/2025 - 09:30:27,BTC,Close Long,87985,0.01123,988.07155,0.14821,-0.312168
28/12/2025 - 09:30:38,BTC,Close Long,87985,0.01923,1691.95155,0.253792,-0.5345500000000001
28/12/2025 - 09:31:11,BTC,Long > Short,88002,0.04167,3667.0433399999997,0.550056,-0.5083679999999999
28/12/2025 - 09:31:33,BTC,Close Short,87992,0.00023,20.23816,0.003035,-0.000735
28/12/2025 - 09:32:40,BTC,Open Short,88016,0.00219,192.75504,0.028913,-0.028913
28/12/2025 - 09:34:33,BTC,Open Short,88016,0.00022,19.36352,0.002904,-0.002904
28/12/2025 - 09:35:28,BTC,Open Short,88016,0.0002,17.6032,0.00264,-0.00264
28/12/2025 - 09:35:57,BTC,Close Short,87992,0.0002,17.5984,0.002639,-0.000379
28/12/2025 - 09:36:05,BTC,Close Short,87992,0.00019,16.71848,0.002507,-0.0003600000000000001
28/12/2025 - 09:36:10,BTC,Open Short,88016,0.00404,355.58464000000004,0.053337,-0.053337
28/12/2025 - 09:36:15,BTC,Close Short,87986,0.00404,355.46344,0.053319,0.023440999999999997
28/12/2025 - 09:37:03,BTC,Open Short,88016,0.01455,1280.6328,0.192094,-0.192094
28/12/2025 - 09:37:07,BTC,Open Short,88016,0.02047,1801.68752,0.270253,-0.270253
28/12/2025 - 09:40:52,BTC,Close Short,88006,0.00022,19.36132,0.002904,-0.001738
28/12/2025 - 09:42:19,BTC,Close Short,88012,0.00049,43.125879999999995,0.006468,-0.006810999999999999
28/12/2025 - 09:50:15,BTC,Open Short,88033,0.00201,176.94633000000002,0.026541,-0.026541
28/12/2025 - 09:50:16,BTC,Open Short,88033,0.0021,184.86929999999998,0.02773,-0.02773
28/12/2025 - 09:50:19,BTC,Open Short,88033,0.00245,215.68085,0.032352,-0.032352
28/12/2025 - 09:50:20,BTC,Open Short,88033,0.00433,381.18289,0.057177,-0.057177
28/12/2025 - 09:50:23,BTC,Open Short,88033,0.00383,337.16639,0.050574,-0.050574
28/12/2025 - 09:50:24,BTC,Open Short,88033,0.00522,459.53226,0.068929,-0.068929
28/12/2025 - 09:50:27,BTC,Open Short,88033,0.00466,410.23378,0.061535,-0.061535
28/12/2025 - 09:50:28,BTC,Open Short,88033,0.00421,370.61893000000003,0.055592,-0.055592
28/12/2025 - 09:50:31,BTC,Open Short,88033,0.00114,100.35762,0.015053,-0.015053
28/12/2025 - 09:50:32,BTC,Open Short,88033,0.00473,416.39608999999996,0.062459,-0.062459
28/12/2025 - 09:50:35,BTC,Open Short,88033,0.00356,313.39748,0.047009,-0.047009
28/12/2025 - 09:50:36,BTC,Open Short,88033,0.00343,301.95319,0.045292,-0.045292
28/12/2025 - 09:56:01,BTC,Close Short,88052.8265375965,0.10227,9005.162569999993,4.05232,-7.3992629999999995
28/12/2025 - 10:15:02,BTC,Open Short,88107,0.00714,629.08398,0.094362,-0.094362
28/12/2025 - 10:15:42,BTC,Short > Long,88079,0.02345,2065.45255,0.309817,-0.10989700000000002
28/12/2025 - 10:17:08,BTC,Close Long,88120,0.01192,1050.3904,0.157558,0.33116199999999996
28/12/2025 - 10:17:14,BTC,Close Long,88120,0.00036,31.723200000000002,0.004758,0.010002
28/12/2025 - 10:17:25,BTC,Long > Short,88117,0.00702,618.5813400000001,0.278361,-0.12522100000000003
28/12/2025 - 10:17:28,BTC,Open Short,88117,0.00158,139.22486,0.020883,-0.020883
28/12/2025 - 10:17:39,BTC,Open Short,88114,0.00582,512.82348,0.23077,-0.23077
28/12/2025 - 10:17:49,BTC,Open Short,88111,0.001,88.111,0.039649,-0.039649
28/12/2025 - 10:17:53,BTC,Open Short,88120,0.0051,449.41200000000003,0.202235,-0.202235
28/12/2025 - 10:17:54,BTC,Open Short,88109,0.01765,1555.12385,0.233268,-0.233268
28/12/2025 - 10:18:02,BTC,Open Short,88108,0.02275,2004.4569999999999,0.300668,-0.300668
28/12/2025 - 10:18:08,BTC,Open Short,88106,0.02275,2004.4115,0.901985,-0.901985
28/12/2025 - 10:18:10,BTC,Open Short,88104,0.02276,2005.24704,0.902361,-0.902361
28/12/2025 - 10:18:15,BTC,Open Short,88099,0.0111,977.8989,0.440054,-0.440054
28/12/2025 - 10:18:53,BTC,Close Short,88135,0.01641,1446.29535,0.650832,-1.105389
28/12/2025 - 10:18:53,BTC,Close Short,88135,0.01641,1446.29535,0.650832,-1.105389
28/12/2025 - 10:18:53,BTC,Close Short,88135,0.00929,818.77415,0.368448,-0.6257809999999999
28/12/2025 - 10:18:53,BTC,Close Short,88135.4004683841,0.00427,376.3381600000002,0.169351,-0.28934
28/12/2025 - 10:18:56,BTC,Close Short,88134,0.01641,1446.2789400000001,0.650825,-1.088972
28/12/2025 - 10:18:56,BTC,Close Short,88134,0.01641,1446.2789400000001,0.650824,-1.088971
28/12/2025 - 10:18:56,BTC,Close Short,88134,0.00929,818.76486,0.368444,-0.616487
28/12/2025 - 10:18:56,BTC,Close Short,88135.1990632318,0.00427,376.33729999999986,0.169351,-0.28848
28/12/2025 - 10:19:00,BTC,Close Short,88134,0.01641,1446.2789400000001,0.650825,-1.088972
28/12/2025 - 10:19:00,BTC,Close Short,88135.4734917733,0.01641,1446.30312,0.650835,-0.7664660000000001
28/12/2025 - 10:19:00,BTC,Open Long,88136.1550053821,0.00929,818.7848799999997,0.368452,-0.368452
28/12/2025 - 10:19:00,BTC,Open Long,88138.5620608899,0.00427,376.3516599999999,0.169357,-0.169357
28/12/2025 - 10:19:02,BTC,Open Long,88140,0.01641,1446.3774,0.650869,-0.650869
28/12/2025 - 10:19:02,BTC,Open Long,88140.6465569774,0.01641,1446.3880099999992,0.650874,-0.650874
28/12/2025 - 10:19:02,BTC,Open Long,88141,0.00929,818.82989,0.368473,-0.368473
28/12/2025 - 10:19:02,BTC,Open Long,88141.8360655738,0.00427,376.3656400000002,0.169363,-0.169363
28/12/2025 - 10:19:04,BTC,Open Long,88140,0.0164,1445.496,0.650473,-0.650473
28/12/2025 - 10:19:04,BTC,Open Long,88142.7178549665,0.01641,1446.4220000000003,0.650889,-0.650889
28/12/2025 - 10:19:04,BTC,Open Long,88145,0.00865,762.45425,0.343104,-0.343104
28/12/2025 - 10:19:44,BTC,Open Long,88126,0.00001,0.88126,0.000396,-0.000396
28/12/2025 - 10:19:54,BTC,Open Long,88110,0.00001,0.8811000000000001,0.000396,-0.000396
28/12/2025 - 10:19:57,BTC,Open Long,88108,0.00001,0.8810800000000001,0.000396,-0.000396
28/12/2025 - 10:30:54,BTC,Close Long,88107,0.00021,18.502470000000002,0.002775,-0.009747
28/12/2025 - 10:31:16,BTC,Open Long,88088,0.00021,18.49848,0.008324,-0.008324
28/12/2025 - 10:31:18,BTC,Open Long,88088,0.00002,1.7617600000000002,0.000792,-0.000792
28/12/2025 - 10:31:48,BTC,Open Long,88090,0.00001,0.8809000000000001,0.000396,-0.000396
28/12/2025 - 10:32:18,BTC,Open Long,88074,0.00001,0.8807400000000001,0.000396,-0.000396
28/12/2025 - 10:32:30,BTC,Open Long,88063,0.00001,0.88063,0.000396,-0.000396
28/12/2025 - 10:32:42,BTC,Open Long,88048,0.00001,0.88048,0.000396,-0.000396
28/12/2025 - 10:32:45,BTC,Open Long,88048,0.00001,0.88048,0.000396,-0.000396
28/12/2025 - 10:34:09,BTC,Open Long,88045,0.00001,0.8804500000000001,0.000396,-0.000396
28/12/2025 - 10:34:18,BTC,Open Long,88037,0.00001,0.8803700000000001,0.000396,-0.000396
28/12/2025 - 10:39:50,BTC,Close Long,88025.0489510489,0.04004,3524.522959999998,1.586034,-6.188674
28/12/2025 - 10:39:50,BTC,Close Long,88025,0.0212,1866.13,0.839758,-3.2777580000000004
28/12/2025 - 10:39:54,BTC,Close Long,88017.1498501498,0.04004,3524.206679999998,1.585892,-6.504812
28/12/2025 - 10:39:54,BTC,Close Long,88017,0.0212,1865.9604,0.839682,-2.355042
28/12/2025 - 10:40:02,BTC,Open Short,88007,0.04004,3523.80028,1.58571,-1.58571
28/12/2025 - 10:40:02,BTC,Open Short,88007,0.0212,1865.7484,0.839586,-0.839586
28/12/2025 - 10:40:02,BTC,Open Short,88007,0.01014,892.39098,0.401575,-0.401575
28/12/2025 - 10:40:07,BTC,Open Short,87998.785971223,0.03336,2935.6394999999993,1.321037,-1.321037
28/12/2025 - 10:40:08,BTC,Open Short,88000,0.00001,0.8800000000000001,0.000396,-0.000396
28/12/2025 - 10:40:12,BTC,Close Short,88032.1674641148,0.01254,1103.9233799999997,0.496764,-0.833682
28/12/2025 - 10:40:14,BTC,Close Short,88035,0.00424,373.2684,0.05599,-0.18191800000000002
28/12/2025 - 10:40:27,BTC,Open Short,88002.2580645161,0.01674,1473.1577999999997,0.66292,-0.66292
28/12/2025 - 10:40:30,BTC,Open Short,88002,0.00004,3.52008,0.001584,-0.001584
28/12/2025 - 10:40:49,BTC,Close Short,88038.2348033373,0.01678,1477.2815799999998,0.664775,-1.2241330000000001
28/12/2025 - 10:40:49,BTC,Close Short,88039,0.00888,781.78632,0.351803,-0.654611
28/12/2025 - 10:40:49,BTC,Close Short,88039.125,0.00424,373.28589,0.167978,-0.313092
28/12/2025 - 10:40:49,BTC,Close Short,88040,0.00195,171.678,0.077255,-0.1457
28/12/2025 - 10:40:52,BTC,Close Short,88037,0.01677,1476.38049,0.664371,-1.2026880000000002
28/12/2025 - 10:40:52,BTC,Close Short,88038.5765765766,0.00888,781.7825600000002,0.351801,-0.650849
28/12/2025 - 10:40:52,BTC,Close Short,88042,0.00424,373.29807999999997,0.167984,-0.325288
28/12/2025 - 10:40:52,BTC,Close Short,88062.9025641026,0.00195,171.72266000000005,0.077274,-0.190379
28/12/2025 - 10:40:56,BTC,Close Short,88036.5778175313,0.01677,1476.37341,0.664367,-1.195604
28/12/2025 - 10:40:56,BTC,Close Short,88037,0.00888,781.7685600000001,0.351795,-0.636843
28/12/2025 - 10:40:56,BTC,Close Short,88039.8113207547,0.00424,373.2887999999999,0.167979,-0.316003
28/12/2025 - 10:40:56,BTC,Close Short,88045,0.00195,171.68775,0.077259,-0.15545399999999998
28/12/2025 - 10:41:00,BTC,Close Short,88037,0.01677,1476.38049,0.664371,-1.2026880000000002
28/12/2025 - 10:41:00,BTC,Short > Long,88044.5855855856,0.00888,781.8359200000002,0.351825,-0.394518
28/12/2025 - 10:41:00,BTC,Open Long,88069,0.00424,373.41256,0.168035,-0.168035
28/12/2025 - 10:41:00,BTC,Open Long,88069,0.00195,171.73454999999998,0.07728,-0.07728
28/12/2025 - 10:41:06,BTC,Open Long,88036.2969588551,0.01677,1476.3687000000002,0.664365,-0.664365
28/12/2025 - 10:41:06,BTC,Open Long,88038,0.00888,781.7774400000001,0.351799,-0.351799
28/12/2025 - 10:41:06,BTC,Open Long,88038.1344339623,0.00424,373.28169000000014,0.167976,-0.167976
28/12/2025 - 10:41:06,BTC,Open Long,88041,0.00195,171.67995,0.077255,-0.077255
28/12/2025 - 10:41:11,BTC,Open Long,88039.9988073941,0.01677,1476.4307799999992,0.664392,-0.664392
28/12/2025 - 10:41:11,BTC,Open Long,88042,0.00888,781.8129600000001,0.351815,-0.351815
28/12/2025 - 10:41:11,BTC,Open Long,88042,0.00424,373.29807999999997,0.167984,-0.167984
28/12/2025 - 10:41:11,BTC,Open Long,88042,0.00195,171.68189999999998,0.077256,-0.077256
28/12/2025 - 10:41:13,BTC,Open Long,88040.366726297,0.01677,1476.4369500000007,0.664395,-0.664395
28/12/2025 - 10:41:13,BTC,Open Long,88045,0.00888,781.8396,0.351827,-0.351827
28/12/2025 - 10:41:13,BTC,Open Long,88045,0.00424,373.3108,0.167989,-0.167989
28/12/2025 - 10:41:13,BTC,Open Long,88045,0.00195,171.68775,0.077259,-0.077259
28/12/2025 - 10:41:18,BTC,Open Long,88029,0.00433,381.16556999999995,0.171524,-0.171524
28/12/2025 - 10:42:00,BTC,Open Long,88029,0.00001,0.88029,0.000396,-0.000396
28/12/2025 - 11:22:23,BTC,Close Long,87859.363238512,0.03656,3212.138319999999,1.44546,-8.111692
28/12/2025 - 11:22:23,BTC,Close Long,87854,0.01935,1699.9749,0.764988,-4.396983
28/12/2025 - 11:22:23,BTC,Close Long,87853.2248648649,0.00925,812.6423300000002,0.365688,-2.109083
28/12/2025 - 11:22:23,BTC,Close Long,87853,0.00426,374.25378,0.168414,-0.9722759999999999
28/12/2025 - 11:27:58,BTC,Close Long,87903,0.00026,22.854779999999998,0.003428,-0.03949
28/12/2025 - 11:27:59,BTC,Close Long,87903,0.00456,400.83768,0.060125,-0.692597
28/12/2025 - 11:28:03,BTC,Close Long,87903,0.01686,1482.04458,0.222305,-2.560787
28/12/2025 - 11:28:27,BTC,Close Long,87903,0.01488,1307.99664,0.196198,-2.260054
28/12/2025 - 11:28:31,BTC,Close Long,87924,0.00084,73.85616,0.011078,-0.109946
28/12/2025 - 11:28:49,BTC,Close Long,87924,0.00078,68.58072,0.010287,-0.102093
28/12/2025 - 11:29:15,BTC,Long > Short,87912.4017758047,0.01802,1584.1814800000009,0.71288,-1.47908
28/12/2025 - 11:29:22,BTC,Open Short,87905,0.01854,1629.7587,0.244462,-0.244462
28/12/2025 - 11:29:22,BTC,Open Short,87905,0.00078,68.5659,0.010284,-0.010284
28/12/2025 - 11:29:34,BTC,Open Short,87898,0.01602,1408.1259599999998,0.211217,-0.211217
28/12/2025 - 11:29:39,BTC,Open Short,87898,0.01647,1447.68006,0.217151,-0.217151
28/12/2025 - 11:30:18,BTC,Open Short,87898,0.00002,1.7579600000000002,0.000263,-0.000263
28/12/2025 - 11:30:39,BTC,Open Short,87898,0.0038,334.0124,0.050101,-0.050101
28/12/2025 - 11:30:44,BTC,Open Short,87898,0.00025,21.9745,0.003296,-0.003296
28/12/2025 - 11:31:06,BTC,Open Short,87897,0.03656,3213.51432,1.446081,-1.446081
28/12/2025 - 11:31:11,BTC,Open Short,87894,0.0093,817.4141999999999,0.367836,-0.367836
28/12/2025 - 11:31:15,BTC,Open Short,87899,0.00001,0.87899,0.000395,-0.000395
28/12/2025 - 11:45:18,BTC,Close Short,87915,0.00044,38.6826,0.005802,-0.012445999999999999
28/12/2025 - 11:45:48,BTC,Close Short,87915,0.0002,17.583000000000002,0.002637,-0.005657000000000001
28/12/2025 - 11:46:22,BTC,Close Short,87915,0.01086,954.7569,0.143212,-0.30719799999999997
28/12/2025 - 11:46:25,BTC,Close Short,87915,0.00618,543.3147,0.081497,-0.174815
28/12/2025 - 11:46:25,BTC,Close Short,87915,0.01184,1040.9136,0.156135,-0.33491899999999997
28/12/2025 - 11:46:27,BTC,Close Short,87915,0.00663,582.87645,0.087431,-0.187544
28/12/2025 - 11:46:31,BTC,Close Short,87893,0.00546,479.89577999999995,0.071984,-0.03431000000000001
28/12/2025 - 11:46:41,BTC,Close Short,87905.6948824343,0.03615,3177.79087,1.430003,-1.6394879999999998
28/12/2025 - 11:46:41,BTC,Close Short,87904,0.00684,601.2633599999999,0.090189,-0.118233
28/12/2025 - 11:46:43,BTC,Close Short,87904,0.00534,469.40736000000004,0.070411,-0.092305
28/12/2025 - 11:46:47,BTC,Close Short,87902.8165975104,0.03615,3177.6868200000013,1.429957,-1.45628
28/12/2025 - 11:46:48,BTC,Open Long,87906,0.01344,1181.45664,0.177218,-0.177218
28/12/2025 - 11:46:50,BTC,Open Long,87906,0.0057,501.0642,0.075159,-0.075159
28/12/2025 - 11:46:54,BTC,Open Long,87898.9684647303,0.03615,3177.5477100000003,1.429895,-1.429895
28/12/2025 - 11:46:54,BTC,Open Long,87904.5235109718,0.01914,1682.4925800000003,0.608899,-0.608899
28/12/2025 - 11:47:01,BTC,Open Long,87890.7218934911,0.02704,2376.5651199999998,1.069451,-1.069451
28/12/2025 - 11:47:06,BTC,Open Long,87864,0.00002,1.7572800000000002,0.00079,-0.00079
28/12/2025 - 11:47:11,BTC,Open Long,87840,0.00004,3.5136000000000003,0.001581,-0.001581
28/12/2025 - 11:49:55,BTC,Close Long,87868,0.00034,29.875120000000003,0.004481,-0.015293000000000001
28/12/2025 - 11:50:21,BTC,Close Long,87868,0.03581,3146.55308,0.471982,-1.6107399999999998
28/12/2025 - 11:50:29,BTC,Close Long,87866,0.03615,3176.3559,1.42936,-2.65123
28/12/2025 - 11:50:32,BTC,Close Long,87866,0.03615,3176.3559,1.42936,-2.65123
28/12/2025 - 11:50:35,BTC,Long > Short,87865,0.02995,2631.55675,0.394732,-0.5826520000000001
28/12/2025 - 11:51:44,BTC,Close Short,87829.6849239281,0.03615,3175.043110000001,1.428768,-0.546528
28/12/2025 - 11:51:50,BTC,Open Long,87833.8365145228,0.03615,3175.1931899999995,1.428836,-1.428836
28/12/2025 - 11:51:57,BTC,Open Long,87835,0.00001,0.8783500000000001,0.000131,-0.000131
28/12/2025 - 11:53:47,BTC,Open Long,87817,0.03615,3174.58455,1.428562,-1.428562
28/12/2025 - 11:53:48,BTC,Open Long,87810,0.00002,1.7562000000000002,0.000263,-0.000263
28/12/2025 - 11:53:53,BTC,Open Long,87818.678130217,0.02995,2630.169409999999,1.183575,-1.183575
28/12/2025 - 11:54:02,BTC,Open Long,87819,0.00001,0.87819,0.000395,-0.000395
28/12/2025 - 11:54:07,BTC,Open Long,87790,0.00004,3.5116000000000005,0.00158,-0.00158
28/12/2025 - 11:58:51,BTC,Close Long,87860,0.00384,337.3824,0.050607,0.08724900000000001
28/12/2025 - 11:58:52,BTC,Close Long,87860,0.00095,83.467,0.01252,0.021585000000000003
28/12/2025 - 11:59:03,BTC,Close Long,87860,0.00021,18.4506,0.002767,0.004772
28/12/2025 - 11:59:35,BTC,Close Long,87860,0.00027,23.7222,0.003558,0.006135
28/12/2025 - 11:59:56,BTC,Close Long,87860,0.01,878.6,0.13179,0.22721
28/12/2025 - 12:01:26,BTC,Close Long,87808,0.03615,3174.2592,1.428416,-2.0104309999999996
28/12/2025 - 12:01:32,BTC,Close Long,87813,0.03615,3174.43995,1.428497,-1.8297619999999999
28/12/2025 - 12:01:33,BTC,Close Long,87825,0.0002,17.565,0.002634,-0.002454
28/12/2025 - 12:01:36,BTC,Close Long,87814.2049792531,0.03615,3174.48351,1.428516,-1.6753319999999998
28/12/2025 - 12:01:39,BTC,Open Short,87808.9355463347,0.03615,3174.2930199999996,1.428429,-1.428429
28/12/2025 - 12:01:45,BTC,Open Short,87816.6570048309,0.01242,1090.6828799999998,0.490806,-0.490806
28/12/2025 - 12:01:46,BTC,Open Short,87806,0.00666,584.78796,0.087718,-0.087718
28/12/2025 - 12:01:47,BTC,Open Short,87806,0.01707,1498.8484199999998,0.224827,-0.224827
28/12/2025 - 12:01:50,BTC,Open Short,87810.2955337345,0.03157,2772.1710299999986,1.247476,-1.247476
28/12/2025 - 12:03:23,BTC,Close Short,87791,0.01194,1048.22454,0.157233,0.067239
28/12/2025 - 12:03:26,BTC,Close Short,87791,0.00087,76.37817,0.011456,0.0049
28/12/2025 - 12:03:59,BTC,Close Short,87781,0.01281,1124.47461,0.506013,-0.13708500000000007
28/12/2025 - 12:03:59,BTC,Close Short,87781,0.00678,595.15518,0.267819,-0.07255499999999998
28/12/2025 - 12:04:04,BTC,Close Short,87781,0.01281,1124.47461,0.506013,-0.13708500000000007
28/12/2025 - 12:04:04,BTC,Close Short,87781,0.00678,595.15518,0.267819,-0.07255499999999998
28/12/2025 - 12:04:09,BTC,Close Short,87783.7244340359,0.01281,1124.5095099999999,0.506028,-0.17200000000000004
28/12/2025 - 12:04:09,BTC,Close Short,87786,0.00678,595.18908,0.267835,-0.10647099999999998
28/12/2025 - 12:04:15,BTC,Close Short,87786,0.01281,1124.53866,0.506042,-0.201164
28/12/2025 - 12:04:15,BTC,Close Short,87786,0.00678,595.18908,0.267835,-0.10647099999999998
28/12/2025 - 12:04:17,BTC,Close Short,87786,0.01281,1124.53866,0.506042,-0.201164
28/12/2025 - 12:04:17,BTC,Close Short,87786,0.00678,595.18908,0.267835,-0.10647099999999998
28/12/2025 - 12:04:20,BTC,Short > Long,87787,0.01281,1124.55147,0.506048,-0.43536800000000003
28/12/2025 - 12:04:20,BTC,Open Long,87787,0.00678,595.1958599999999,0.267838,-0.267838
28/12/2025 - 12:04:22,BTC,Open Long,87788,0.01281,1124.56428,0.506053,-0.506053
28/12/2025 - 12:04:22,BTC,Open Long,87788,0.00678,595.20264,0.267841,-0.267841
28/12/2025 - 12:04:24,BTC,Open Long,87789,0.01281,1124.57709,0.506059,-0.506059
28/12/2025 - 12:04:28,BTC,Open Long,87783,0.01281,1124.50023,0.506025,-0.506025
28/12/2025 - 12:04:29,BTC,Open Long,87782,0.00588,516.15816,0.077423,-0.077423
28/12/2025 - 12:04:31,BTC,Open Long,87784,0.01281,1124.51304,0.50603,-0.50603
28/12/2025 - 12:04:34,BTC,Open Long,87784,0.01281,1124.51304,0.50603,-0.50603
28/12/2025 - 12:04:38,BTC,Open Long,87805,0.00047,41.26835,0.00619,-0.00619
28/12/2025 - 12:04:39,BTC,Open Long,87809,0.01281,1124.83329,0.506174,-0.506174
28/12/2025 - 12:04:41,BTC,Open Long,87806,0.00746,655.0327599999999,0.294764,-0.294764
28/12/2025 - 12:05:03,BTC,Open Long,87781,0.00002,1.7556200000000002,0.00079,-0.00079
28/12/2025 - 12:10:03,BTC,Close Long,87831,0.01511,1327.12641,0.199067,0.423465
28/12/2025 - 12:10:04,BTC,Close Long,87831,0.02104,1847.96424,0.277194,0.5896539999999999
28/12/2025 - 12:10:12,BTC,Close Long,87852,0.00534,469.12968,0.070369,0.261779
28/12/2025 - 12:10:13,BTC,Close Long,87852,0.0117,1027.8684,0.154179,0.573561
28/12/2025 - 12:10:22,BTC,Close Long,87852,0.0021,184.48919999999998,0.027673,0.10294700000000001
28/12/2025 - 12:10:34,BTC,Close Long,87876.1496542185,0.03615,3176.7228099999993,1.429523,1.6920169999999999
28/12/2025 - 12:10:34,BTC,Close Long,87867,0.01914,1681.77438,0.756798,0.7208100000000001
28/12/2025 - 12:10:36,BTC,Long > Short,87867,0.03615,3176.39205,1.429376,-1.16844
28/12/2025 - 12:10:36,BTC,Open Short,87867,0.01914,1681.77438,0.756797,-0.756797
28/12/2025 - 12:10:39,BTC,Open Short,87877.4489626556,0.03615,3176.76978,1.429544,-1.429544
28/12/2025 - 12:10:39,BTC,Open Short,87864,0.01914,1681.71696,0.756772,-0.756772
28/12/2025 - 12:10:41,BTC,Open Short,87893.4474885845,0.00657,577.4599500000002,0.259855,-0.259855
28/12/2025 - 12:10:43,BTC,Open Short,87886,0.00001,0.8788600000000001,0.000395,-0.000395
28/12/2025 - 12:10:52,BTC,Open Short,87858,0.00002,1.75716,0.00079,-0.00079
28/12/2025 - 12:10:57,BTC,Open Short,87851,0.00002,1.7570200000000002,0.00079,-0.00079
28/12/2025 - 12:12:17,BTC,Open Short,87846,0.00001,0.87846,0.000395,-0.000395
28/12/2025 - 12:23:13,BTC,Close Short,87817,0.01665,1462.1530500000001,0.219321,0.684774
28/12/2025 - 12:23:15,BTC,Close Short,87817,0.00576,505.82592000000005,0.075873,0.236895
28/12/2025 - 12:23:17,BTC,Close Short,87817,0.01374,1206.6055800000001,0.18099,0.565092
28/12/2025 - 12:23:17,BTC,Close Short,87796,0.00402,352.93992000000003,0.05294,0.249766
28/12/2025 - 12:23:19,BTC,Close Short,87796,0.01512,1327.47552,0.19912,0.939416
28/12/2025 - 12:30:52,BTC,Close Short,87747,0.00915,802.88505,0.120432,1.016913
28/12/2025 - 13:20:19,BTC,Close Short,87810.8264830937,0.04939,4336.976719999998,1.951638,1.035149
28/12/2025 - 13:49:54,BTC,Open Short,87877,0.00374,328.65997999999996,0.049298,-0.049298
28/12/2025 - 13:50:05,BTC,Open Short,87899,0.00404,355.11196,0.053266,-0.053266
28/12/2025 - 13:50:08,BTC,Open Short,87877,0.00402,353.26554,0.052989,-0.052989
28/12/2025 - 13:50:10,BTC,Open Short,87877,0.00892,783.8628400000001,0.117579,-0.117579
28/12/2025 - 13:50:16,BTC,Open Short,87878,0.00864,759.26592,0.113889,-0.113889
28/12/2025 - 13:50:24,BTC,Open Short,87878,0.00446,391.93588000000005,0.058789,-0.058789
28/12/2025 - 13:50:26,BTC,Open Short,87878,0.00001,0.8787800000000001,0.000131,-0.000131
28/12/2025 - 13:50:31,BTC,Open Short,87877,0.01206,1059.7966199999998,0.158969,-0.158969
28/12/2025 - 13:50:35,BTC,Open Short,87877,0.00845,742.5606499999999,0.111383,-0.111383
28/12/2025 - 13:50:39,BTC,Open Short,87877,0.00074,65.02898,0.009753,-0.009753
28/12/2025 - 13:50:47,BTC,Open Short,87877,0.02051,1802.35727,0.270353,-0.270353
28/12/2025 - 13:50:52,BTC,Open Short,87878,0.01718,1509.74404,0.22646,-0.22646
28/12/2025 - 13:50:58,BTC,Open Short,87878,0.01718,1509.74404,0.226461,-0.226461
